     0.000     0.182    13.167     12868267.500     0.000     0.000  2750.000      00********
     0.000    -0.772    39.085     38604802.500     0.000     0.000  2750.000      00********
     0.000    -1.249    51.784     51473070.000     0.000     0.000  2750.000      00********
     0.000    -1.933    69.738     69925680.000     0.000     0.000  2750.000      00********
     0.000    -2.203    76.726     77209605.000     0.000     0.000  2750.000      00********
     0.000    -2.680    88.955     90077872.500     0.000     0.000  2750.000      00********
     0.000    -3.157   101.027    102946140.000     0.000     0.000  2750.000      00********
     0.000    -3.634   112.941    115814407.500     0.000     0.000  2750.000      00********
     0.000    -4.588   136.347    141550942.500     0.000     0.000  2750.000      00********
     0.000    -5.065   147.787    154419210.000     0.000     0.000  2750.000      00********
     0.000    -5.542   159.070    167287477.500     0.000     0.000  2750.000      00********
     0.000    -6.019   170.194    180155745.000     0.000     0.000  2750.000      00********
     0.000    -7.054   193.852    208077457.500     0.000     0.000  2750.000      00********
     0.000    -7.927   213.228    231628815.000     0.000     0.000  2750.000      00********
     0.000    -8.881   233.791    257365350.000     0.000     0.000  2750.000      00********
     0.000    -9.834   253.704    283074907.500     0.000     0.000  2750.000      00********
     0.000   -10.856   274.372    310645912.500     0.000     0.000  2750.000      00********
     0.000   -11.742   294.311    335417143.500     0.000     0.000  2850.000      00********
     0.000   -12.696   315.577    362089552.500     0.000     0.000  2850.000      00********
     0.000   -13.650   336.626    388761961.500     0.000     0.000  2850.000      00********
     0.000   -15.558   378.139    442106779.500     0.000     0.000  2850.000      00********
     0.000   -17.466   418.781    495451597.500     0.000     0.000  2850.000      00********
     0.000   -19.374   458.558    548796415.500     0.000     0.000  2850.000      00********
     0.000   -21.000   491.759    594256936.500     0.000     0.000  2850.000      00********
     0.000   -23.190   537.974    657634441.500     0.000     0.000  2950.000      00********
     0.000   -25.911   594.755    736378821.000     0.000     0.000  2950.000      00********
     0.000   -27.006   617.400    768067573.500     0.000     0.000  2950.000      00********
     0.000   -28.913   656.526    823255200.000     0.000     0.000  2950.000      00********
     0.000   -30.821   695.312    878471766.000     0.000     0.000  2950.000      00********
     0.000   -32.006   719.201    912765073.500     0.000     0.000  2950.000      00********
   320.000   -13.120   437.351    326329944.300     0.000     0.000  2820.000      00  109682
   320.000   -14.068   470.119    352555605.900     0.000     0.000  2820.000      00  109682
   320.000   -15.016   502.330    378781267.500     0.000     0.000  2820.000      00  109682
   320.000   -15.965   534.030    405034593.300     0.000     0.000  2820.000      00  109682
   320.000   -17.028   568.917    434441637.900     0.000     0.000  2820.000      00  109682
   320.000   -19.757   615.727    522566726.907     7.991     4.588  3290.220      82    4620
   320.000   -21.654   648.017    583778769.213     7.978     4.577  3288.102      82    5227
   320.000   -23.550   679.991    644911253.737     7.967     4.566  3285.343      82    5533
   320.000   -25.447   711.638    706035507.326     7.959     4.557  3283.296      82    6139
   320.000   -27.343   742.917    767087856.802     7.950     4.548  3281.289      82    6745
   320.000   -29.240   773.819    828127277.077     7.937     4.535  3278.660      82    7051
   320.000   -31.136   804.323    889096514.116     7.929     4.527  3276.746      82    7657
   320.000   -33.033   834.508    950060751.010     7.918     4.516  3274.883      82    8263
   320.000   -34.929   864.390   1010950215.234     7.908     4.506  3272.377      82    8568
   320.000   -36.826   894.001   1071836033.998     7.898     4.494  3270.587      82    9174
   320.000   -39.670   937.994   1163042615.968     7.881     4.478  3267.290      82    9782
   320.000   -42.515   981.807   1254203762.271     7.865     4.460  3264.692      82   10691
   320.000   -45.360  1025.621   1345278697.421     7.847     4.442  3261.441      82   11299
   320.000   -48.205  1069.567   1436270897.529     7.830     4.421  3258.424      82   12208
   320.000   -51.049  1113.831   1527155985.708     7.812     4.402  3255.781      82   12816
   320.000   -53.894  1158.765   1618003264.578     7.796     4.380  3253.335      82   13725
   320.000   -56.739  1204.653   1708757312.728     7.766     4.352  3249.640      82   14334
   320.000   -59.583  1251.628   1799395916.520     7.749     4.327  3246.849      82   15243
   320.000   -63.590  1320.000   1926940579.627     7.706     4.281  3242.052      82   16456
   320.000   -65.273  1323.366   1980626751.525     7.707     4.279  3252.510      99   15425
   320.000   -68.118  1329.056   2071467425.595     7.734     4.289  3256.360      99   16326
   320.000   -72.859  1338.538   2223097516.361     7.753     4.293  3263.621      99   17529
   320.000   -77.600  1348.020   2375073094.384     7.785     4.302  3271.450      99   18732
   320.000   -82.341  1357.502   2527386254.584     7.815     4.312  3277.818      99   20235
   320.000   -87.082  1366.984   2679958828.613     7.828     4.314  3283.085      99   21438
   320.000   -91.823  1376.466   2832767606.720     7.845     4.320  3287.755      99   22640
   320.000   -96.565  1385.950   2985837659.409     7.863     4.324  3293.164      99   23843
   320.000  -101.306  1395.432   3139119979.390     7.886     4.330  3298.140      99   25346
   320.000  -106.047  1400.995   3292632391.037     7.903     4.336  3303.181      99   26547
   320.000  -110.788  1402.914   3446389345.496     7.921     4.344  3308.526      99   27748
   320.000  -115.529  1404.833   3600394556.069     7.942     4.353  3313.728      99   28949
   320.000  -120.270  1406.753   3754653179.823     7.970     4.368  3319.297      99   30449
   320.000  -125.012  1408.673   3909182225.014     7.981     4.370  3324.290      99   31650
   320.000  -129.753  1410.592   4063911405.317     8.004     4.382  3329.170      99   32850
   320.000  -134.494  1412.511   4218878140.093     8.024     4.390  3334.374      99   34351
   320.000  -139.235  1414.431   4374068719.104     8.040     4.399  3339.107      99   35551
   320.000  -143.976  1416.350   4529481597.157     8.054     4.404  3343.801      99   36752
   320.000  -148.718  1418.270   4685156555.398     8.079     4.416  3348.819      99   38252
   320.000  -153.459  1420.189   4841015495.139     8.089     4.419  3353.421      99   39453
   320.000  -158.200  1422.109   4997089772.487     8.106     4.426  3357.936      99   40654
   320.000  -162.941  1424.028   5153385814.703     8.129     4.437  3362.803      99   42154
   320.000  -167.682  1425.947   5309891801.465     8.138     4.440  3367.256      99   43355
   320.000  -172.423  1427.867   5466607710.592     8.156     4.450  3371.686      99   44555
   320.000  -177.165  1429.786   5623573991.597     8.174     4.456  3376.469      99   46056
   320.000  -181.906  1431.706   5780714739.557     8.187     4.463  3380.858      99   47256
   320.000  -186.647  1433.625   5938060449.238     8.200     4.466  3385.140      99   48457
   320.000  -191.388  1435.545   6095619572.711     8.221     4.477  3389.889      99   49957
   320.000  -196.129  1437.464   6253385795.714     8.230     4.480  3394.278      99   51158
   320.000  -200.871  1439.384   6411399710.523     8.248     4.488  3398.973      99   52659
   320.000  -205.612  1441.303   6569581881.414     8.260     4.493  3403.176      99   53859
   320.000  -210.353  1443.222   6727968279.277     8.273     4.498  3407.590      99   55060
   320.000  -215.094  1445.142   6886570566.864     8.292     4.508  3412.321      99   56560
   320.000  -219.835  1447.061   7045377415.706     8.300     4.509  3416.614      99   57761
   320.000  -229.318  1450.900   7363651878.815     8.331     4.523  3425.653      99   60462
   320.000  -238.800  1454.739   7682733101.758     8.357     4.534  3434.743      99   63163
   320.000  -248.282  1458.578   8002663357.164     8.384     4.545  3443.949      99   65864
   320.000  -257.765  1462.417   8323486357.952     8.408     4.555  3453.260      99   68565
   320.000  -267.247  1466.256   8645148256.854     8.435     4.566  3462.741      99   71266
   320.000  -276.729  1470.094   8967700319.811     8.456     4.575  3472.421      99   73968
   320.000  -286.212  1473.934   9291204789.720     8.482     4.586  3482.491      99   76669
   320.000  -290.953  1475.853   9453290177.000     8.492     4.592  3487.489      99   77869
   320.000  -295.694  1477.772   9615622536.147     8.506     4.597  3492.949      99   79370
   320.000  -300.435  1479.692   9778201194.823     8.516     4.603  3498.234      99   80570
   320.000  -305.176  1481.611   9941043355.856     8.526     4.607  3504.130      99   82071
   320.000  -314.659  1485.450  10267772541.729     8.520     4.626  3520.098      99   84772
   320.000  -324.141  1489.289  10595675452.413     8.547     4.635  3530.054      99   87473
   320.000  -333.624  1493.128  10924562471.020     8.575     4.643  3540.515      99   90174
   320.000  -343.106  1496.967  11254388248.465     8.602     4.651  3550.985      99   92875
   320.000  -352.588  1500.806  11585211344.857     8.630     4.660  3561.900      99   95576
   320.000  -362.071  1504.645  11916966405.251     8.655     4.671  3570.242      99   98578
   320.000  -371.553  1508.483  12249440314.173     8.678     4.682  3578.267      99  101279
   320.000  -381.035  1512.322  12582669120.251     8.704     4.693  3586.424      99  103980
   320.000  -390.518  1516.161  12916692882.635     8.729     4.704  3594.538      99  106681
   320.000  -400.000  1520.000  13251463268.719     8.756     4.717  3603.087      99  109682
   325.000    -2.140    17.487     27993619.800     0.000     0.000  2400.000      00  109682
   325.000    -3.066    50.934     49795363.800     0.000     0.000  2400.000      00  109682
   325.000    -3.563    72.228     63544471.200     0.000     0.000  2820.000      00  109682
   325.000    -4.037    92.276     76657302.000     0.000     0.000  2820.000      00  109682
   325.000    -4.511   112.021     89770132.800     0.000     0.000  2820.000      00  109682
   325.000    -4.985   131.528    102882963.600     0.000     0.000  2820.000      00  109682
   325.000    -5.460   150.858    116023458.600     0.000     0.000  2820.000      00  109682
   325.000    -5.934   169.938    129136289.400     0.000     0.000  2820.000      00  109682
   325.000    -6.882   207.488    155361951.000     0.000     0.000  2820.000      00  109682
   325.000    -7.356   225.986    168474781.800     0.000     0.000  2820.000      00  109682
   325.000    -7.831   244.342    181615276.800     0.000     0.000  2820.000      00  109682
   325.000    -8.305   262.484    194728107.600     0.000     0.000  2820.000      00  109682
   325.000    -9.253   298.255    220953769.200     0.000     0.000  2820.000      00  109682
   325.000   -10.202   333.416    247207095.000     0.000     0.000  2820.000      00  109682
   325.000   -11.150   367.921    273432756.600     0.000     0.000  2820.000      00  109682
   325.000   -12.099   401.866    299686082.400     0.000     0.000  2820.000      00  109682
   325.000   -13.047   435.198    325911744.000     0.000     0.000  2820.000      00  109682
   325.000   -13.995   467.969    352137405.600     0.000     0.000  2820.000      00  109682
   325.000   -14.944   500.228    378390731.400     0.000     0.000  2820.000      00  109682
   325.000   -15.892   531.919    404616393.000     0.000     0.000  2820.000      00  109682
   325.000   -17.069   570.551    437177156.400     0.000     0.000  2820.000      00  109682
   325.000   -19.686   615.392    521691361.195     7.990     4.589  3290.253      82    4620
   325.000   -21.583   647.659    582903902.434     7.980     4.579  3288.139      82    5226
   325.000   -23.480   679.619    644069178.787     7.965     4.565  3285.382      82    5533
   325.000   -25.376   711.244    705161812.452     7.959     4.557  3283.337      82    6139
   325.000   -27.273   742.522    766246976.404     7.950     4.548  3281.330      82    6745
   325.000   -29.170   773.395    827287055.894     7.937     4.536  3278.706      82    7051
   325.000   -31.067   803.899    888289151.971     7.929     4.527  3276.791      82    7657
   325.000   -32.964   834.070    949254116.037     7.922     4.518  3274.931      82    8262
   325.000   -34.861   863.944   1010176452.593     7.906     4.503  3272.426      82    8568
   325.000   -36.757   893.489   1071031027.577     7.898     4.494  3270.644      82    9174
   325.000   -39.603   937.436   1162303227.768     7.882     4.478  3267.353      82    9782
   325.000   -42.448   981.115   1253466202.455     7.865     4.460  3264.773      82   10691
   325.000   -45.293  1024.744   1344543539.394     7.848     4.443  3261.546      82   11299
   325.000   -48.138  1068.446   1435542581.554     7.831     4.422  3258.823      82   12208
   325.000   -50.984  1112.425   1526500281.427     7.813     4.403  3256.043      82   12816
   325.000   -53.829  1156.968   1617355401.576     7.797     4.381  3253.654      82   13725
   325.000   -56.674  1202.294   1708119815.603     7.773     4.358  3250.082      82   14333
   325.000   -59.519  1248.624   1798802279.416     7.752     4.329  3247.283      82   15242
   325.000   -63.767  1320.000   1934030319.065     7.703     4.278  3242.249      82   16456
   325.000   -65.210  1322.886   1980064433.758     7.709     4.280  3252.613      99   15425
   325.000   -68.055  1328.576   2070908175.819     7.735     4.290  3256.491      99   16326
   325.000   -72.797  1338.060   2222574149.958     7.754     4.293  3263.674      99   17529
   325.000   -77.539  1347.544   2374584505.932     7.785     4.303  3271.519      99   18732
   325.000   -82.281  1357.028   2526932707.404     7.815     4.312  3277.883      99   20235
   325.000   -87.023  1366.512   2679543087.978     7.831     4.317  3283.269      99   21437
   325.000   -91.765  1375.996   2832386012.368     7.844     4.318  3287.756      99   22640
   325.000   -96.507  1385.480   2985456471.950     7.864     4.324  3293.182      99   23843
   325.000  -101.250  1394.966   3138805208.735     7.886     4.330  3298.200      99   25346
   325.000  -105.992  1400.901   3292351448.017     7.903     4.337  3303.188      99   26547
   325.000  -110.734  1402.822   3446141062.154     7.921     4.344  3308.533      99   27748
   325.000  -115.476  1404.743   3600178797.536     7.945     4.356  3313.726      99   28948
   325.000  -120.218  1406.664   3754470253.774     7.967     4.364  3319.305      99   30449
   325.000  -124.960  1408.585   3908999614.110     7.981     4.370  3324.297      99   31650
   325.000  -129.702  1410.506   4063761745.755     8.004     4.382  3329.178      99   32850
   325.000  -134.444  1412.427   4218761511.735     8.024     4.390  3334.383      99   34351
   325.000  -139.186  1414.348   4373985192.363     8.040     4.399  3339.116      99   35551
   325.000  -143.928  1416.269   4529431247.753     8.054     4.404  3343.810      99   36752
   325.000  -148.670  1418.190   4685106622.031     8.079     4.416  3348.829      99   38252
   325.000  -153.412  1420.111   4840998854.598     8.089     4.419  3353.430      99   39453
   325.000  -158.154  1422.031   4997106505.803     8.106     4.426  3357.946      99   40654
   325.000  -162.896  1423.952   5153435989.874     8.129     4.437  3362.813      99   42154
   325.000  -167.639  1425.874   5310008501.392     8.138     4.440  3367.267      99   43355
   325.000  -172.381  1427.795   5466758011.163     8.156     4.450  3371.697      99   44555
   325.000  -177.123  1429.716   5623724847.851     8.174     4.456  3376.480      99   46056
   325.000  -181.865  1431.636   5780899305.412     8.187     4.463  3380.869      99   47256
   325.000  -186.607  1433.557   5938278789.207     8.200     4.466  3385.152      99   48457
   325.000  -191.349  1435.478   6095871771.943     8.221     4.477  3389.902      99   49957
   325.000  -196.091  1437.399   6253671932.280     8.230     4.480  3394.291      99   51158
   325.000  -200.833  1439.320   6411686501.855     8.248     4.488  3398.986      99   52659
   325.000  -205.575  1441.241   6569902704.571     8.260     4.493  3403.189      99   53859
   325.000  -210.317  1443.162   6728323228.015     8.273     4.498  3407.604      99   55060
   325.000  -215.059  1445.083   6886959703.124     8.292     4.508  3412.335      99   56560
   325.000  -219.801  1447.004   7045800792.974     8.300     4.509  3416.628      99   57761
   325.000  -229.285  1450.846   7364110374.091     8.331     4.523  3425.667      99   60462
   325.000  -238.770  1454.688   7683294224.340     8.358     4.534  3434.760      99   63163
   325.000  -248.254  1458.530   8003293810.071     8.384     4.545  3443.967      99   65864
   325.000  -257.738  1462.372   8324152582.927     8.408     4.555  3453.278      99   68565
   325.000  -267.222  1466.213   8645884398.690     8.435     4.566  3462.761      99   71266
   325.000  -276.706  1470.055   8968506746.724     8.456     4.575  3472.442      99   73968
   325.000  -286.190  1473.897   9292047805.502     8.482     4.587  3482.514      99   76669
   325.000  -290.932  1475.818   9454168661.884     8.492     4.592  3487.513      99   77869
   325.000  -295.674  1477.739   9616536619.561     8.506     4.597  3492.975      99   79370
   325.000  -300.417  1479.660   9779185332.203     8.516     4.603  3498.263      99   80570
   325.000  -305.159  1481.581   9942063185.186     8.527     4.607  3504.151      99   82071
   325.000  -314.643  1485.423  10268829370.422     8.520     4.627  3520.123      99   84772
   325.000  -324.127  1489.265  10596804461.845     8.548     4.635  3530.083      99   87473
   325.000  -333.611  1493.107  10925729425.223     8.575     4.643  3540.548      99   90174
   325.000  -343.095  1496.949  11255628257.010     8.602     4.651  3551.020      99   92875
   325.000  -352.579  1500.790  11586524688.305     8.631     4.660  3561.933      99   95576
   325.000  -362.063  1504.632  11918317606.919     8.655     4.671  3570.263      99   98578
   325.000  -371.548  1508.474  12250899479.920     8.679     4.682  3578.294      99  101279
   325.000  -381.032  1512.316  12584201686.666     8.704     4.693  3586.453      99  103980
   325.000  -390.516  1516.158  12918279302.543     8.732     4.705  3594.898      99  106981
   325.000  -400.000  1520.000  13253124349.201     8.754     4.715  3603.120      99  109682
   330.000    -1.573    16.607     22277921.400     0.000     0.000  2400.000      00  109682
   330.000    -2.523    49.549     44644721.400     0.000     0.000  2400.000      00  109682
   329.290    -3.078    66.391     57711641.400     0.000     0.000  2400.000      00  109682
   330.000    -3.472    84.428     68611336.200     0.000     0.000  2820.000      00  109682
   330.000    -3.947   103.501     81751831.200     0.000     0.000  2820.000      00  109682
   330.000    -4.422   121.779     94892326.200     0.000     0.000  2820.000      00  109682
   330.000    -4.897   139.989    108032821.200     0.000     0.000  2820.000      00  109682
   330.000    -5.372   158.123    121173316.200     0.000     0.000  2820.000      00  109682
   330.000    -6.322   194.145    147454306.200     0.000     0.000  2820.000      00  109682
   330.000    -6.797   212.012    160594801.200     0.000     0.000  2820.000      00  109682
   330.000    -7.271   229.743    173707632.000     0.000     0.000  2820.000      00  109682
   330.000    -7.746   247.409    186848127.000     0.000     0.000  2820.000      00  109682
   330.000    -8.696   282.424    213129117.000     0.000     0.000  2820.000      00  109682
   330.000    -9.646   316.995    239410107.000     0.000     0.000  2820.000      00  109682
   330.000   -10.596   351.106    265691097.000     0.000     0.000  2820.000      00  109682
   330.000   -11.545   384.713    291944422.800     0.000     0.000  2820.000      00  109682
   330.000   -12.495   417.878    318225412.800     0.000     0.000  2820.000      00  109682
   330.000   -13.445   450.562    344506402.800     0.000     0.000  2820.000      00  109682
   330.000   -14.395   482.761    370787392.800     0.000     0.000  2820.000      00  109682
   330.000   -15.345   514.471    397068382.800     0.000     0.000  2820.000      00  109682
   330.000   -17.110   572.184    445895695.800     0.000     0.000  2820.000      00  109682
   330.000   -19.144   606.832    511592543.994     7.992     4.590  3291.232      82    4619
   330.000   -21.043   639.039    572880049.470     7.980     4.581  3288.463      82    4925
   330.000   -22.943   671.021    634158862.269     7.974     4.571  3286.383      82    5531
   330.000   -24.842   702.696    695364937.405     7.963     4.560  3284.324      82    6137
   330.000   -26.742   734.041    756557208.839     7.949     4.550  3281.651      82    6443
   330.000   -28.641   765.008    817678130.364     7.943     4.540  3279.671      82    7049
   330.000   -30.541   795.619    878793016.799     7.932     4.530  3277.754      82    7655
   330.000   -32.440   825.859    939832263.001     7.919     4.518  3275.217      82    7961
   330.000   -34.340   855.782   1000867012.443     7.912     4.508  3273.376      82    8567
   330.000   -36.239   885.385   1061833910.277     7.905     4.500  3271.587      82    9172
   330.000   -39.089   929.379   1153258312.653     7.882     4.480  3268.291      82    9781
   330.000   -41.938   973.010   1244573426.917     7.873     4.466  3265.717      82   10689
   330.000   -44.787  1016.495   1335803186.040     7.849     4.444  3262.509      82   11298
   330.000   -47.637  1060.019   1426992674.977     7.843     4.431  3260.211      82   12206
   330.000   -50.486  1103.729   1518074015.000     7.817     4.407  3257.311      82   12814
   330.000   -53.335  1147.887   1609090683.632     7.803     4.386  3255.029      82   13723
   330.000   -56.184  1192.724   1700020129.600     7.773     4.359  3251.615      82   14332
   330.000   -59.034  1238.473   1790901353.038     7.766     4.341  3248.796      82   15240
   330.000   -61.883  1285.466   1881649628.652     7.724     4.302  3244.839      82   15849
   330.000   -63.945  1320.000   1947272556.310     7.705     4.279  3242.617      82   16456
   330.000   -67.582  1327.274   2063385418.113     7.735     4.290  3256.669      99   16326
   330.000   -72.331  1336.772   2215279015.050     7.755     4.294  3263.879      99   17529
   330.000   -77.079  1346.268   2367484717.926     7.789     4.306  3271.512      99   18731
   330.000   -81.828  1355.766   2520042037.680     7.808     4.309  3277.342      99   19934
   330.000   -86.577  1365.264   2672874897.941     7.835     4.318  3283.275      99   21437
   330.000   -91.326  1374.762   2825937906.353     7.844     4.318  3287.611      99   22640
   330.000   -96.075  1384.260   2979228150.059     7.863     4.324  3293.076      99   23843
   330.000  -100.824  1393.758   3132762415.113     7.882     4.330  3297.979      99   25045
   330.000  -105.572  1400.659   3286497427.634     7.905     4.337  3303.084      99   26547
   330.000  -110.321  1402.584   3440507456.805     7.920     4.344  3308.433      99   27748
   330.000  -115.070  1404.509   3594766389.475     7.944     4.355  3313.636      99   28948
   330.000  -119.819  1406.434   3749279887.461     7.966     4.364  3319.222      99   30449
   330.000  -124.568  1408.359   3904032082.615     7.981     4.370  3324.221      99   31650
   330.000  -129.317  1410.284   4059017698.331     8.004     4.382  3329.104      99   32850
   330.000  -134.065  1412.209   4214208966.562     8.024     4.390  3334.318      99   34351
   330.000  -138.814  1414.133   4369657462.712     8.040     4.399  3339.052      99   35551
   330.000  -143.563  1416.058   4525329015.060     8.054     4.404  3343.755      99   36752
   330.000  -148.312  1417.983   4681220106.998     8.075     4.414  3348.329      99   37952
   330.000  -153.061  1419.908   4837338878.694     8.092     4.420  3353.382      99   39453
   330.000  -157.810  1421.833   4993674464.375     8.108     4.428  3357.930      99   40653
   330.000  -162.558  1423.758   5150199003.512     8.125     4.435  3362.774      99   42154
   330.000  -167.307  1425.683   5306966968.770     8.138     4.440  3367.231      99   43355
   330.000  -172.056  1427.607   5463945449.992     8.156     4.450  3371.664      99   44555
   330.000  -176.805  1429.532   5621141848.012     8.174     4.456  3376.452      99   46056
   330.000  -181.554  1431.457   5778546418.608     8.187     4.463  3380.845      99   47256
   330.000  -186.303  1433.382   5936156591.468     8.200     4.466  3385.132      99   48457
   330.000  -191.051  1435.307   6093947633.821     8.221     4.477  3389.887      99   49957
   330.000  -195.800  1437.232   6251979540.259     8.230     4.480  3394.277      99   51158
   330.000  -200.549  1439.157   6410226434.004     8.248     4.488  3398.977      99   52659
   330.000  -205.298  1441.081   6568675564.265     8.260     4.493  3403.186      99   53859
   330.000  -210.047  1443.006   6727329470.770     8.273     4.498  3407.601      99   55060
   330.000  -214.796  1444.931   6886199840.908     8.292     4.508  3412.337      99   56560
   330.000  -219.544  1446.856   7045241895.997     8.300     4.509  3416.634      99   57761
   330.000  -229.042  1450.706   7364021934.267     8.331     4.523  3425.680      99   60462
   330.000  -238.540  1454.555   7683644803.836     8.358     4.534  3434.781      99   63163
   330.000  -248.037  1458.405   8004085492.263     8.384     4.545  3443.995      99   65864
   330.000  -257.535  1462.255   8325421342.147     8.409     4.556  3453.316      99   68565
   330.000  -267.033  1466.104   8647632650.959     8.435     4.566  3462.809      99   71266
   330.000  -276.530  1469.954   8970703505.141     8.458     4.577  3472.513      99   73967
   330.000  -286.028  1473.804   9294729245.714     8.481     4.584  3482.586      99   76669
   330.000  -290.777  1475.729   9457093477.860     8.493     4.592  3487.591      99   77869
   330.000  -295.526  1477.654   9619705606.459     8.506     4.597  3493.063      99   79370
   330.000  -300.275  1479.578   9782565033.742     8.516     4.603  3498.358      99   80570
   330.000  -305.023  1481.503   9945653530.154     8.527     4.607  3504.223      99   82071
   330.000  -314.521  1485.353  10272911151.274     8.521     4.627  3520.215      99   84772
   330.000  -324.019  1489.203  10601382001.732     8.548     4.635  3530.196      99   87473
   330.000  -333.516  1493.052  10930771245.950     8.575     4.643  3540.687      99   90174
   330.000  -343.014  1496.902  11261172174.046     8.603     4.652  3551.176      99   92875
   330.000  -352.512  1500.752  11592584533.209     8.634     4.662  3562.330      99   95876
   330.000  -362.009  1504.601  11924846442.466     8.653     4.670  3570.362      99   98578
   330.000  -371.507  1508.451  12257897341.904     8.679     4.682  3578.426      99  101279
   330.000  -381.005  1512.301  12591706550.361     8.705     4.693  3586.596      99  103980
   330.000  -390.502  1516.150  12926257538.015     8.733     4.706  3595.037      99  106981
   330.000  -400.000  1520.000  13261614100.394     8.754     4.716  3603.287      99  109682
   335.000    -0.909    14.040     15582105.900     0.000     0.000  2400.000      00  109682
   335.000    -1.860    42.385     37972449.900     0.000     0.000  2400.000      00  109682
   335.000    -2.336    56.760     49179393.900     0.000     0.000  2400.000      00  109682
   332.901    -3.088    77.666     66884481.900     0.000     0.000  2400.000      00  109682
   335.000    -3.287    85.450     72389657.700     0.000     0.000  2820.000      00  109682
   335.000    -3.763   103.441     85557816.900     0.000     0.000  2820.000      00  109682
   335.000    -4.238   121.325     98698311.900     0.000     0.000  2820.000      00  109682
   335.000    -4.714   139.182    111866471.100     0.000     0.000  2820.000      00  109682
   335.000    -5.665   174.654    138175125.300     0.000     0.000  2820.000      00  109682
   335.000    -6.141   192.293    151343284.500     0.000     0.000  2820.000      00  109682
   335.000    -6.617   209.850    164511443.700     0.000     0.000  2820.000      00  109682
   335.000    -7.092   227.287    177651938.700     0.000     0.000  2820.000      00  109682
   335.000    -8.044   261.973    203988257.100     0.000     0.000  2820.000      00  109682
   335.000    -8.995   296.251    230296911.300     0.000     0.000  2820.000      00  109682
   335.000    -9.947   330.177    256633229.700     0.000     0.000  2820.000      00  109682
   335.000   -10.898   363.664    282941883.900     0.000     0.000  2820.000      00  109682
   335.000   -11.849   396.735    309250538.100     0.000     0.000  2820.000      00  109682
   335.000   -12.801   429.411    335586856.500     0.000     0.000  2820.000      00  109682
   335.000   -13.752   461.613    361895510.700     0.000     0.000  2820.000      00  109682
   335.000   -14.703   493.367    388204164.900     0.000     0.000  2820.000      00  109682
   335.000   -17.151   573.128    455926126.500     0.000     0.000  2820.000      00  109682
   335.000   -18.509   596.140    499793560.631     7.994     4.593  3291.800      82    4317
   335.000   -20.411   628.299    561198910.555     7.988     4.585  3289.702      82    4923
   335.000   -22.314   660.289    622595686.275     7.978     4.575  3287.624      82    5529
   335.000   -24.217   692.052    683945635.404     7.963     4.563  3284.894      82    5835
   335.000   -26.119   723.512    745223320.976     7.957     4.554  3282.872      82    6441
   335.000   -28.022   754.619    806493928.715     7.947     4.544  3280.894      82    7047
   335.000   -29.925   785.328    867719786.305     7.933     4.532  3278.290      82    7353
   335.000   -31.828   815.687    928907958.402     7.927     4.523  3276.396      82    7959
   335.000   -33.730   845.686    990027187.249     7.917     4.512  3274.558      82    8565
   335.000   -35.633   875.394   1051136346.341     7.905     4.502  3272.088      82    8870
   335.000   -38.487   919.469   1142718906.050     7.891     4.485  3269.450      82    9779
   335.000   -41.341   963.096   1234214655.803     7.873     4.469  3266.208      82   10387
   335.000   -44.195  1006.489   1325634457.932     7.858     4.449  3263.677      82   11296
   335.000   -47.049  1049.868   1416969616.517     7.839     4.432  3260.486      82   11904
   335.000   -49.903  1093.383   1508245661.433     7.834     4.417  3259.111      82   12812
   335.000   -52.757  1137.248   1599451097.316     7.801     4.389  3255.621      82   13421
   335.000   -55.611  1181.728   1690586553.658     7.795     4.374  3253.464      82   14329
   335.000   -58.465  1227.027   1781654534.851     7.771     4.345  3251.530      82   15238
   335.000   -61.319  1273.390   1872623160.821     7.734     4.311  3246.753      82   15847
   335.000   -64.123  1320.000   1961888728.180     7.705     4.280  3243.024      82   16456
   335.000   -67.028  1325.810   2054638177.802     7.720     4.283  3256.169      99   16026
   335.000   -71.784  1335.322   2206767953.684     7.759     4.298  3264.468      99   17528
   335.000   -76.541  1344.836   2359274236.451     7.785     4.303  3271.484      99   18731
   335.000   -81.298  1354.350   2512083691.333     7.807     4.310  3277.301      99   19934
   335.000   -86.055  1363.864   2665156891.258     7.828     4.315  3282.697      99   21137
   335.000   -90.811  1373.376   2818443919.161     7.850     4.324  3287.667      99   22639
   335.000   -95.568  1382.890   2971983461.333     7.861     4.323  3292.574      99   23842
   335.000  -100.325  1392.404   3125764303.130     7.880     4.328  3297.793      99   25045
   335.000  -105.082  1400.389   3279782898.383     7.905     4.338  3302.963      99   26547
   335.000  -109.838  1402.318   3434012289.051     7.919     4.344  3308.316      99   27748
   335.000  -114.595  1404.247   3588523882.940     7.943     4.355  3313.530      99   28948
   335.000  -119.352  1406.176   3743280040.662     7.961     4.362  3318.656      99   30149
   335.000  -124.109  1408.106   3898286809.441     7.988     4.376  3324.134      99   31649
   335.000  -128.865  1410.035   4053495042.606     7.999     4.379  3329.017      99   32850
   335.000  -133.622  1411.964   4208964821.352     8.018     4.388  3333.803      99   34051
   335.000  -138.379  1413.893   4364670207.277     8.044     4.400  3338.978      99   35551
   335.000  -143.136  1415.823   4520599377.262     8.054     4.404  3343.691      99   36752
   335.000  -147.892  1417.752   4676716016.872     8.074     4.414  3348.270      99   37952
